company_name,company_id,id
"['Universal Pictures', 'Jersey Films']","[33, 216]",2788
"['Propaganda Films', 'PolyGram Filmed Entertainment']","[278, 1382]",10427
"['Davis Entertainment', 'Silver Pictures', 'Warner Bros.']","[1302, 1885, 6194]",11011
['New Line Cinema'],[12],49803
"['Universal Pictures', 'David Foster Productions', 'Turman-Foster Company']","[33, 496, 662]",8987
['Twentieth Century Fox Film Corporation'],[306],1637
['Metro-Goldwyn-Mayer (MGM)'],[8411],15128
"['Universal Pictures', 'Renaissance Pictures', 'Dark Horse Entertainment', 'Largo Entertainment', 'Signature Pictures', 'JVC Entertainment Networks']","[33, 467, 552, 1644, 2982, 4248]",8831
"['Twentieth Century Fox Film Corporation', 'Lightstorm Entertainment']","[306, 574]",36955
['Touchstone Pictures'],[9195],10449
['Columbia Pictures'],[5],10395
"['Tig Productions', 'Warner Bros.', 'Kasdan Pictures', 'Paragon Entertainment Corp.']","[335, 6194, 13040, 24217]",12160
"['Touchstone Pictures', 'Tool Shed Productions']","[9195, 21857]",40480
"['BBC Films', 'Majestic Films International', 'Little Bird']","[288, 2630, 11358]",52038
"['Gramercy Pictures', 'PolyGram Filmed Entertainment']","[37, 1382]",29444
"['Caravan Pictures', 'Hollywood Pictures']","[175, 915]",26352
"['Strand Releasing', 'Strand Home Video']","[3923, 25583]",39953
[],[],41580
['Eve Productions Inc.'],[170],315
[],[],22067
"['Bolex Brothers', 'Lumen Films', 'Tara']","[6215, 6216, 6217]",18242
"['Universal Pictures', 'Capcom']","[33, 7220]",11667
"['Propaganda Films', 'Motion Picture Corporation of America (MPCA)', 'Polygram Filmed Entertainment', 'Snowback Productions']","[278, 11061, 31080, 33419]",32502
[],[],267188
"['Live Entertainment', 'Capitol Films', 'Bates Entertainmant']","[285, 826, 16835]",28732
"['A-Pix Entertainment', 'Devin Entertainment']","[14280, 37300]",75555
"['Walt Disney Pictures', 'Theodore Thomas Productions']","[2, 90509]",42981
['Overseas FilmGroup'],[888],278939
"['Skyline Entertainment Partners', 'Arrow']","[38179, 38289]",291731
[],[],226229
"['Home Box Office (HBO)', 'Frozen Rope Productions Inc.']","[3268, 38276]",203119
[],[],172923
[],[],316098
"['Trans-Film', 'Initial Groupe', 'Lumière Pictures', 'Fallingcloud']","[2662, 22240, 25129, 30655]",8011
[],[],171857
['New Line Cinema'],[12],2654
['New Line Cinema'],[12],18069
['New Line Cinema'],[12],19092
"['Paramount Pictures', 'Orion Pictures', 'Scott Rudin Productions']","[4, 41, 258]",2758
['HBO Independent Productions'],[21222],38129
['Columbia Pictures'],[5],10436
"['Twentieth Century Fox Film Corporation', 'Island World', 'Robert Simonds Productions']","[306, 1595, 3929]",13595
"['Hollywood Pictures', 'PolyGram Filmed Entertainment', 'Interscope Communications', 'Nomura Babcock & Brown', 'NBB Unit One Film Partners', 'Longview Entertainment']","[915, 1382, 10201, 12883, 82606, 82607]",46094
['Touchstone Pictures'],[9195],9409
"['Twentieth Century Fox Film Corporation', 'Ruddy Morgan Organization, The']","[306, 89311]",11853
"['Fine Line Features', 'Castle Rock Entertainment', 'Barcelona Films']","[8, 97, 16737]",16771
"['Warner Bros.', 'Enigma Productions', 'BSB', 'NatWest Ventures', 'Fujisankei']","[6194, 7049, 58750, 79560, 79561]",46924
['Twentieth Century Fox Film Corporation'],[306],11041
"['Paramount Pictures', 'Eddie Murphy Productions']","[4, 30]",306
['Warner Bros.'],[6194],14522
['New Line Cinema'],[12],26203
"['Trilogy Entertainment Group', 'Metro-Goldwyn-Mayer (MGM)']","[2231, 8411]",178
['Paramount Pictures'],[4],19819
"['Orion Pictures Corporation', 'Heathrow Productions']","[14150, 18070]",57834
"['Warner Bros.', 'Dorset Productions', 'Robert H. Solo Productions']","[6194, 10098, 10099]",4722
['Mainline Pictures'],[70969],18215
"['HBO Films', 'Savoy Pictures']","[7429, 11308]",1607
['Touchstone Pictures'],[9195],26391
"['Columbia Pictures', 'Parkway Productions']","[5, 1350]",117553
"['Universal Pictures', 'Epic Productions', 'Bregman/Baer Productions']","[33, 1988, 11393]",6075
"['Columbia Pictures', 'Castle Rock Entertainment']","[5, 97]",11310
['Metro-Goldwyn-Mayer (MGM)'],[8411],18658
"['TriStar Pictures', 'Canal+', 'Carolco Pictures', 'RCS Video', 'Cliffhanger Productions', 'Pioneer']","[559, 5358, 14723, 23246, 45728, 45729]",9350
['Paramount Pictures'],[4],9612
"['Hollywood Pictures', 'Cinergi Pictures Entertainment']","[915, 1504]",2124
['TriStar Pictures'],[559],26261
"['Imagine Entertainment', 'Universal Pictures']","[23, 33]",19176
"['Metro-Goldwyn-Mayer (MGM)', 'Maverick Picture Company', 'Cecchi Gori Europa N.V.', 'Eye Productions', 'Pentamerica']","[8411, 36863, 36864, 36865, 68062]",49299
"['Donner/Shuler-Donner Productions', 'Warner Bros.', 'Northern Lights Entertainment']","[5739, 6194, 8816]",11566
"['Gramercy Pictures', 'Alphaville Productions', 'The Criterion Collection']","[37, 6556, 10932]",9571
"['Silver Pictures', 'Warner Bros.']","[1885, 6194]",9739
[],[],24257
['Fine Line Features'],[8],34444
['Metro-Goldwyn-Mayer (MGM)'],[8411],26141
"['Beijing Film Studio', 'China Film Co-Production Corporation', 'Maverick Picture Company']","[708, 2269, 36863]",10997
"['Orion Pictures', 'Nelson Entertainment']","[41, 365]",50463
"['Spring Creek Productions', 'Warner Bros.']","[705, 6194]",10443
[],[],20239
"['Spring Creek Productions', 'Warner Bros.']","[705, 6194]",16297
"['Paramount Pictures', 'Spring Creek Productions', 'Mirage']","[4, 705, 19534]",18551
['Fine Line Features'],[8],25440
"['Universal Studios', 'Imagine Entertainment']","[13, 23]",9024
"['Paramount Pictures', 'Mirage Enterprises', 'Davis Entertainment']","[4, 932, 1302]",37233
"['Canal Plus', 'Regency Enterprises', 'Alcor Films', 'Warner Bros.', 'Donner/Shuler-Donner Productions']","[104, 508, 644, 6194, 23397]",1634
['Miramax Films'],[14],13815
['Warner Bros.'],[6194],5503
['Columbia Pictures'],[5],35588
"['Universal Pictures', 'Largo Entertainment']","[33, 1644]",2087
['Metro-Goldwyn-Mayer (MGM)'],[8411],41579
"['Killer Films', 'The Samuel Goldwyn Company', 'Can I Watch', 'Islet', 'KPVI']","[1422, 8888, 89521, 89522, 89523]",18620
['Gramercy Pictures'],[37],41006
['Hollywood Pictures'],[915],4916
"['Universal Pictures', 'Renaissance Pictures', 'Alphaville Films']","[33, 467, 11462]",2019
"['Regency Enterprises', 'Warner Bros.']","[508, 6194]",31642
"['Twentieth Century Fox Film Corporation', 'Sidley Wright & Associates']","[306, 11751]",9255
"['Spelling Entertainment', 'IRS Media', 'Republic Pictures (II)']","[272, 1930, 10348]",26271
"['Miramax Films', 'Parallax Pictures']","[14, 983]",10612
"['Det Danske Filminstitut', 'Spring Creek Productions', 'Eurimages', 'Costa do Castelo Filmes', 'Neue Constantin Film', 'House of Spirits Film']","[118, 705, 850, 10598, 13096, 33027]",2259
[],[],16097
"['PolyGram Filmed Entertainment', 'Silver Pictures', 'Warner Bros.', 'Working Title Films', 'PolyGram Filmproduktion']","[1382, 1885, 6194, 10163, 23873]",11934
"['Gracie Films', 'Columbia Pictures Corporation']","[18, 441]",106143
['Hollywood Pictures'],[915],12475
"['Castle Rock Entertainment', 'Columbia Pictures Corporation']","[97, 441]",9386
"['Universal Pictures', ""Hell's Kitchen Films""]","[33, 2307]",7984
['Touchstone Pictures'],[9195],59930
['Touchstone Pictures'],[9195],15765
"['Paramount Pictures', 'Baltimore Pictures']","[4, 11407]",31643
"['Universal Pictures', 'Largo Entertainment', 'JVC Entertainment Networks']","[33, 1644, 4248]",6
"['Universal Pictures', 'Amblin Entertainment']","[33, 56]",329
"['Propaganda Films', 'Kouf/Bigelow Productions']","[278, 3589]",10909
['Live Entertainment'],[285],507
['Gramercy Pictures'],[37],34024
['Paramount Pictures'],[4],29918
"['Columbia Pictures Corporation', 'Oak Productions']","[441, 55528]",9593
['Touchstone Pictures'],[9195],42580
['Savoy Pictures'],[11308],22317
"['Geffen Pictures', 'Warner Bros.']","[360, 6194]",1413
"['Regency Enterprises', 'Warner Bros.']","[508, 6194]",12121
"['Columbia Pictures', 'New Line Cinema', 'Castle Rock Entertainment', 'Nelvana Limited']","[5, 12, 97, 1023]",2246
"['Icon Entertainment International', 'Warner Bros.']","[4564, 6194]",10502
['TriStar Pictures'],[559],10440
['New Line Cinema'],[12],9516
"['Silver Pictures', 'Warner Bros.']","[1885, 6194]",2320
"['Argos Films', 'Oshima Productions', 'Shibata Organisation']","[6116, 13139, 14668]",5879
"['The Samuel Goldwyn Company', 'Good Machine']","[8888, 10565]",83718
"['Renaissance Films', 'American Playhouse Theatrical Films']","[3102, 8827]",11971
"['TriStar Pictures', 'Rastar Films']","[559, 1177]",2625
"['Warner Bros.', 'The Samuel Goldwyn Company', 'Night Life Inc.']","[6194, 8888, 16827]",31911
"['Twentieth Century Fox Film Corporation', 'Blue Wolf']","[306, 10230]",788
"['Thin Man Films', 'The Criterion Collection']","[10100, 10932]",21450
['Columbia Pictures Corporation'],[441],11231
"['Regency Enterprises', 'Alcor Films', 'Ixtlan', 'Warner Bros.', 'New Regency Pictures']","[508, 644, 4198, 6194, 10104]",41588
"['Columbia Pictures Corporation', 'Pacific Western', 'Allied Filmmakers', 'Platinum Pictures']","[441, 1280, 1755, 4972]",10447
"['Columbia Pictures', 'New Line Cinema', 'Castle Rock Entertainment']","[5, 12, 97]",31586
"['Mikado Film', 'Lenfilm Studio', 'Adventure Pictures']","[11912, 27593, 36765]",9300
"['Malpaso Productions', 'Warner Bros.']","[171, 6194]",9559
"['TriStar Pictures', 'Clinica Estetico']","[559, 1274]",9800
"['New South Wales Film & Television Office', 'The Australian Film Commission', 'CiBy 2000', 'Jan Chapman Productions']","[418, 5186, 7832, 14089]",713
['Columbia Pictures'],[5],8291
['Touchstone Pictures'],[9195],18133
['Hollywood Pictures'],[915],25557
['Universal Pictures'],[33],22588
"['Touchstone Pictures', 'Don Simpson/Jerry Bruckheimer Films']","[9195, 10288]",10872
"['Columbia Pictures', 'Merchant Ivory Productions']","[5, 2370]",1245
"['Cinergi Pictures Entertainment', 'Touchstone Pictures']","[1504, 9195]",11858
"['Twentieth Century Fox Film Corporation', 'Walrus & Associates']","[306, 8780]",7007
"['Columbia Pictures', 'Beacon Pictures']","[5, 10157]",10467
['Orion Pictures'],[41],5550
"['Gaumont', 'Twentieth Century Fox Film Corporation', 'Brooksfilms']","[9, 306, 5612]",8005
"['Working Title Films', 'Polygram Filmed Entertainment', 'Hilary Henkin']","[10163, 31080, 36907]",2088
"['The Australian Film Commission', 'Film Victoria', 'Seon Film Productions', 'Romper Stomper Pty. Ltd.']","[5186, 11840, 39712, 50619]",10412
"['Ruby in Paradise', 'Full Crew/Say Yea']","[75712, 75713]",47889
['TriStar Pictures'],[559],14534
"['David V. Picker Productions', 'Nessa Hyams', 'Carrie Productions Inc.']","[14374, 36789, 36790]",56583
"['Société Nouvelle de Cinématographie', 'La Sept Cinéma']","[249, 16366]",41878
"['Universal Pictures', 'Amblin Entertainment']","[33, 56]",424
"['Twentieth Century Fox Film Corporation', 'Santo Domingo Film & Music Video']","[306, 28822]",35233
['Mirage Enterprises'],[932],14291
"['Regency Enterprises', 'Alcor Films', 'Warner Bros.', 'Fron Film Production']","[508, 644, 6194, 37265]",103413
"['American Zoetrope', 'Warner Bros.']","[70, 6194]",11236
"['Savoy Pictures', 'Polar Entertainment']","[11308, 17411]",11592
['Universal Pictures'],[33],8850
"['Shadowlands Productions', 'Savoy Pictures']","[5553, 11308]",10445
"['Fine Line Features', 'Spelling Entertainment', 'Avenue Entertainment']","[8, 272, 408]",695
['Touchstone Pictures'],[9195],43535
"['Miramax Films', 'Sarah Radclyffe Productions - Sirens Limited', 'British Screen Finance Ltd', 'Samson Productions II']","[14, 25158, 25159, 25160]",12519
"['Metro-Goldwyn-Mayer (MGM)', 'New Regency Pictures', 'Maiden Movies']","[8411, 10104, 36889]",23210
['TriStar Pictures'],[559],858
"['Paramount Pictures', 'Robert Evans Company']","[4, 94856]",867
"['Shaw Brothers', 'Warner Bros.', 'The Ladd Company']","[5798, 6194, 7965]",78
['Hollywood Pictures'],[915],13203
['TriStar Pictures'],[559],10442
"['Columbia Pictures Industries', 'Columbia Films S.A.']","[5848, 6386]",11074
[],[],33367
"['Hollywood Pictures', 'Cinergi Pictures Entertainment', 'Allied Filmmakers', 'Walt Disney', 'Nintendo']","[915, 1504, 1755, 5888, 12288]",9607
['New Line Cinema'],[12],17585
"['Hollywood Pictures', 'PolyGram Filmed Entertainment', 'Interscope Communications', 'Nomura Babcock & Brown']","[915, 1382, 10201, 12883]",9057
['Rhombus Media'],[164],20967
"['TriStar Pictures', 'Motion Picture Corporation of America (MPCA)']","[559, 11061]",10635
"['Tim Burton Productions', 'Skellington Productions Inc.', 'Touchstone Pictures']","[8601, 8835, 9195]",9479
"['Walt Disney Pictures', 'Caravan Pictures']","[2, 175]",10057
"['Hollywood Pictures', 'Cinergi Pictures Entertainment']","[915, 1504]",11969
"['Warner Bros.', 'Morgan Creek Productions']","[6194, 10210]",41590
"['Davis-Films', 'August Entertainment', 'Warner Bros.', 'Morgan Creek Productions']","[342, 3322, 6194, 10210]",319
[],[],26408
"['Twentieth Century Fox Film Corporation', 'Turner Pictures (I)']","[306, 6189]",15139
"['Téléfilm Canada', 'The Ontario Film Development Corporation', 'Alliance Communications Corporation']","[806, 1203, 2480]",161158
[],[],218473
"['Republic Pictures (II)', 'Keystone Film Company (II)']","[10348, 37572]",85247
[],[],11446
"['Renn Productions', 'France 2 Cinéma', 'DD Productions']","[82, 83, 1524]",51980
"['Warner Bros.', 'Morgan Creek Productions']","[6194, 10210]",24405
['CNCAIMC'],[6566],11655
"['Fine Line Features', 'Some Film']","[8, 2658]",11800
"['CiBy 2000', 'El Deseo S.A.']","[7832, 11736]",8223
['Channel 4 Television'],[5778],14587
"['Columbia Pictures', 'Castle Rock Entertainment']","[5, 97]",31504
"['SVT Drama', 'Nordisk Film', 'Svensk Filmindustri (SF)', 'Svenska Filminstitutet (SFI)']","[157, 235, 6181, 7446]",41653
[],[],53185
[],[],95743
[],[],23637
"['Fine Line Features', 'Swelter Films', 'Buckeye Films']","[8, 55150, 55151]",17600
"['Universal Pictures', 'Amblin Entertainment', 'King World Entertainment']","[33, 56, 23506]",10897
[],[],349394
['Paramount Pictures'],[4],21352
[],[],68806
['TriStar Pictures'],[559],37345
"['Sony Pictures Classics', 'Channel Four Films', 'Arte', 'Brillstein-Grey Entertainment', 'Home Box Office (HBO)', 'Columbia Pictures Television', 'Zweites Deutsches Fernsehen (ZDF)', 'Telling Pictures']","[58, 181, 201, 1606, 3268, 3614, 4606, 58855]",32562
[],[],47507
"['Sacher Film', 'La Sept Cinéma', 'Banfilm']","[9364, 16366, 20769]",25403
"['Oscar Kramer S.A.', 'Aura Film', 'Mojame S.A.']","[37352, 37353, 37354]",124304
['Paramount Pictures'],[4],9066
"['Twentieth Century Fox Film Corporation', 'Hughes Entertainment']","[306, 477]",771
['Paramount Pictures'],[4],251
['Walt Disney Pictures'],[2],812
"['Lightstorm Entertainment', 'Pacific Western', 'Canal+', 'Carolco Pictures', 'T2 Productions']","[574, 1280, 5358, 14723, 61409]",280
"['Tig Productions', 'Majestic Films International']","[335, 2630]",581
['Shapiro-Glickenhaus Entertainment'],[16636],80350
"['PolyGram Filmed Entertainment', 'The Guber-Peters Company', 'Warner Bros.']","[1382, 4357, 6194]",268
"['Orion Pictures', 'Strong Heart/Demme Production']","[41, 55072]",274
['Walt Disney Productions'],[3166],408
"['Walt Disney Pictures', 'Walt Disney Animation Studios', 'Silver Screen Partners IV']","[2, 6125, 10282]",10020
"['RKO Radio Pictures', 'Walt Disney Productions']","[6, 3166]",10895
"['Touchstone Pictures', 'Silver Screen Partners IV']","[9195, 10282]",114
"['Sodaperaga Productions', 'La Sept Cinéma', 'Fontaine Sarl']","[7399, 23647, 38963]",41043
['Warner Brothers/Seven Arts'],[4051],576
['Trimark Pictures'],[4063],15477
['Long Shong Pictures'],[5551],59146
[],[],124472
"['Twentieth Century Fox Film Corporation', 'Ubu Productions']","[306, 46108]",30528
"['Twentieth Century Fox Film Corporation', 'Fox 2000 Pictures', 'Via Rosa Productions', 'Rosa Productions']","[306, 711, 10103, 81131]",7300
"['Propaganda Films', 'PolyGram Filmed Entertainment']","[278, 1382]",10824
['BBC'],[5996],261246
"['PolyGram Filmed Entertainment', 'Working Title Films']","[1382, 10163]",275
['Walt Disney Pictures'],[2],25059
['Canadian Film Development Corporation (CFDC)'],[4952],11827
"['Miramax Films', 'Dimension Films', 'Trans Atlantic Entertainment']","[14, 7405, 15343]",8766
"['Miramax Films', 'The Chess Club']","[14, 65446]",23570
['Miramax Films'],[14],47333
[],[],54850
[],[],51242
['Walt Disney Productions'],[3166],10112
"['El Deseo', 'Ciby 2000']","[49, 105]",4307
"['PolyGram Filmed Entertainment', 'Lolafilms', 'Touchstone Pictures', 'Interscope Communications', 'Sociedad General de Televisión (Sogetel)', 'Fernando Trueba Producciones Cinematográficas']","[1382, 6861, 9195, 10201, 20295, 21108]",46029
['Universal Pictures'],[33],32308
[],[],88893
"['TF1 Films Productions', 'Les Films Alain Sarde']","[356, 635]",52873
[],[],123505
[],[],340210
"['Cinétéléfilms', 'France Média', 'Les Films du Scarabée']","[71842, 75423, 75424]",44281
"['New Line Cinema', 'Savoy Pictures']","[12, 11308]",28121
"['Columbia Pictures Corporation', 'The Vault', 'WF/X']","[441, 6032, 38091]",12520
['Paramount Pictures'],[4],1592
[],[],166901
[],[],36447
['Metro-Goldwyn-Mayer (MGM)'],[8411],19042
"['Road Movies Filmproduktion GmbH', 'BIM Distribuzione', 'Filmstiftung Nordrhein-Westfalen', 'Diaphana Films', 'Eurimages', 'Road Movies Dritte Produktionen', 'Parallax Pictures', 'Degeto Film', 'British Broadcasting Corporation (BBC)', 'Televisión Española (TVE)', 'Canal+ España', 'Working Title Films', 'British Screen Productions', 'Messidor Films', 'European Co-production Fund']","[45, 225, 315, 744, 850, 982, 983, 986, 3324, 6639, 9335, 10163, 12745, 14245, 30226]",38884
"['Davis Entertainment', 'Skyline Entertainment Partners', 'Dark Matter Productions']","[1302, 38179, 38180]",47449
['New Line Cinema'],[12],36259
['United Artists'],[60],41852
[],[],40926
"['Imagine Entertainment', 'Universal Pictures']","[23, 33]",9099
"['Granada Film Productions', 'Mainstream S.A.', 'Canal+', 'British Screen Productions', 'Polygram Filmed Entertainment']","[247, 271, 5358, 20777, 31080]",2021
