director_name,director_id,id,budget,popularity,revenue,runtime,title,vote_average,vote_count,release_year,release_month,release_day,collection_id,collection_name,War,Thriller,Music,Fantasy,TV Movie,Crime,Action,Documentary,Western,History,Family,Mystery,Romance,Animation,Drama,Comedy,Foreign,Adventure,Science Fiction,Horror,director_recent_movie_ids,average_director_movie_revenue
Stephen Herek,18356.0,11674,54000000,11.470748,320689294,103.0,101 Dalmatians,5.6,722.0,1996,11,17,124916,101 Dalmatians (Live-Action) Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"[2054, 10057, 10414, 15413, 1648]",55320488
Renny Harlin,16938.0,1573,70000000,18.785984,240031094,124.0,Die Hard 2,6.6,1920.0,1990,7,2,1570,Die Hard Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[10131, 103960, 48309]",24877352
Robert Wise,1744.0,152,45000000,8.277765,139346243,132.0,Star Trek: The Motion Picture,6.2,541.0,1979,12,6,151,Star Trek: The Original Series Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,"[49126, 10514, 17599]",12376563
Nicholas Meyer,1788.0,174,27000000,5.90057,96888996,113.0,Star Trek VI: The Undiscovered Country,6.7,421.0,1991,12,5,151,Star Trek: The Original Series Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"[154, 19259, 32074, 7012, 41968]",29630956
William Shatner,1748.0,172,30000000,12.308007,70200000,107.0,Star Trek V: The Final Frontier,5.6,384.0,1989,6,9,151,Star Trek: The Original Series Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,[],0
Nicholas Meyer,1788.0,154,12000000,7.160236,95800000,113.0,Star Trek II: The Wrath of Khan,7.3,688.0,1982,6,3,151,Star Trek: The Original Series Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,[24750],15328935
Leonard Nimoy,1749.0,157,18000000,6.197298,87000000,105.0,Star Trek III: The Search for Spock,6.4,443.0,1984,5,31,151,Star Trek: The Original Series Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,[],0
Leonard Nimoy,1749.0,168,21000000,12.596956,133000000,119.0,Star Trek IV: The Voyage Home,6.9,490.0,1986,11,25,151,Star Trek: The Original Series Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,[157],87000000
Tim Burton,510.0,364,80000000,15.001681,280000000,126.0,Batman Returns,6.6,1706.0,1992,6,19,120794,Batman Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[268, 4011, 162, 5683, 32085, 82309, 33914]",145000971
Christopher Cain,56828.0,11967,13000000,9.905174,44700000,107.0,Young Guns,6.6,262.0,1988,8,12,9329,Young Guns Collection,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,"[10081, 64945, 154276]",9997986
Geoff Murphy,32277.0,9086,20000000,11.977636,59000000,132.0,Young Guns II,6.3,165.0,1990,8,1,9329,Young Guns Collection,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"[16124, 10176, 42123]",1400000
Randal Kleiser,8876.0,621,6000000,7.854899,396271103,110.0,Grease,7.2,1633.0,1978,7,7,86083,Grease Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,[9878],13357272
Patricia Birch,56755.0,9037,13200000,14.202364,15172313,115.0,Grease 2,4.9,185.0,1982,6,11,86083,Grease Collection,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,[],0
Andrew Davis,12989.0,8845,35000000,9.918269,156563139,103.0,Under Siege,6.1,405.0,1992,10,8,112399,Under Siege Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[20721, 9395, 31606, 4288]",19607496
Steven Spielberg,488.0,578,7000000,19.726114,470653000,124.0,Jaws,7.5,2628.0,1975,6,18,2366,The Jaws Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"[5121, 839, 391069, 85483]",12800000
Jeannot Szwarc,16187.0,579,20000000,11.21306,187884007,116.0,Jaws 2,5.9,412.0,1978,6,16,2366,The Jaws Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[62697, 186584]",3689020
Joe Alves,8558.0,17692,20500000,16.603041,87987055,99.0,Jaws 3-D,4.2,266.0,1983,3,16,2366,The Jaws Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[],0
Wes Craven,5140.0,4232,14000000,13.326443,173046663,111.0,Scream,7.0,1520.0,1996,12,20,2602,Scream Collection,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"[12158, 11596, 11503, 12521, 13122]",28859377
Stanley Tong,44916.0,9404,1500000,9.206356,53000000,107.0,First Strike,6.5,101.0,1996,2,10,269098,Police Story Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,"[33542, 11134, 38955]",26437735
Stephen Kessler,69353.0,11419,25000000,9.304901,36400000,93.0,Vegas Vacation,6.0,175.0,1997,2,13,108693,National Lampoon's Vacation Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],0
Shuki Levy,50099.0,6499,10000000,5.436745,9679739,99.0,Turbo: A Power Rangers Movie,4.6,60.0,1997,3,27,286162,Power Rangers Collection,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,[],0
Luis Llosa,26648.0,9360,45000000,14.386089,136900000,89.0,Anaconda,4.8,624.0,1997,4,11,105995,Anaconda Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"[2636, 9545, 71072]",94678617
Jay Roach,6737.0,816,16500000,11.749159,67711748,94.0,Austin Powers: International Man of Mystery,6.5,1033.0,1997,5,2,1006,Austin Powers Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,[],0
Steven Spielberg,488.0,330,73000000,0.788123,618638999,129.0,The Lost World: Jurassic Park,6.2,2528.0,1997,5,23,328,Jurassic Park Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"[329, 424, 89, 879, 10110, 11352]",359554527
Jan de Bont,2209.0,1639,160000000,11.268531,164508066,121.0,Speed 2: Cruise Control,4.1,439.0,1997,6,13,43064,Speed Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"[1637, 664]",422459834
Joel Schumacher,5572.0,415,125000000,17.038824,238207122,125.0,Batman & Robin,4.2,1447.0,1997,6,20,120794,Batman Collection,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[414, 10731, 1645, 37094, 9079, 1551, 1547, 31674]",105665058
Barry Sonnenfeld,5174.0,607,90000000,15.781024,589400000,98.0,Men in Black,6.9,4521.0,1997,7,2,86055,Men In Black Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,"[8012, 2758, 9024, 2907]",91667340
John Milius,8328.0,9387,20000000,10.52008,74000000,129.0,Conan the Barbarian,6.6,663.0,1982,4,2,43055,Conan the Barbarian Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"[14815, 18387, 28110]",2000000
Charles Martin Smith,1270.0,20737,3000000,9.407128,23144499,98.0,Air Bud,5.3,108.0,1997,8,1,97445,Air Bud Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,[28263],5149324
John McTiernan,1090.0,1669,30000000,15.91126,200500000,134.0,The Hunt for Red October,7.2,971.0,1990,3,2,192492,The Jack Ryan Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"[562, 106, 26725]",119517757
Gary Fleder,5501.0,9437,27000000,12.235391,60527873,115.0,Kiss the Girls,6.2,353.0,1997,10,3,142680,Alex Cross Collection,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,[400],529766
Jim Gillespie,33254.0,3597,17000000,7.417157,125586134,100.0,I Know What You Did Last Summer,5.6,698.0,1997,10,17,3601,I Know What You Did Last Summer Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,[],0
Mel Smith,141450.0,1281,18000000,12.799853,251212670,85.0,Bean,6.3,602.0,1997,7,3,103372,Mr. Bean Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[22588, 24077]",4077726
John R. Leonetti,26714.0,9823,30000000,6.532498,51376861,95.0,Mortal Kombat: Annihilation,3.8,225.0,1997,11,21,9818,Mortal Kombat Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0
Jean-Pierre Jeunet,2419.0,8078,70000000,15.57784,162000000,109.0,Alien: Resurrection,5.9,1388.0,1997,11,12,8091,Alien Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"[902, 892, 47860]",1766399
Raja Gosnell,1215.0,9714,32000000,8.04209,79082515,102.0,Home Alone 3,5.1,632.0,1997,12,12,9888,Home Alone Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,[],0
Wes Craven,5140.0,4233,24000000,11.264845,172363301,120.0,Scream 2,6.1,856.0,1997,12,9,2602,Scream Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"[12158, 11596, 4232, 11503, 12521, 13122]",52890591
Roger Spottiswoode,1724.0,714,110000000,17.159576,333011068,119.0,Tomorrow Never Dies,6.0,941.0,1997,12,11,645,James Bond Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"[2887, 9876, 11856, 9717, 6951]",57172781
John Landis,4610.0,11568,28000000,13.162168,14100000,123.0,Blues Brothers 2000,5.2,166.0,1998,2,5,112636,The Blues Brothers Collection,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"[306, 16299, 9602, 11890, 27381]",108503999
Stuart Baird,2523.0,11808,60000000,8.462364,102367405,131.0,U.S. Marshals,6.2,383.0,1998,3,6,134011,The Fugitive / U.S. Marshals Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[2320],121969216
Peter Medak,21377.0,10216,35000000,13.495247,19200000,93.0,Species II,4.5,161.0,1998,4,10,9887,Species Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"[2088, 51049, 21344, 64167, 148636]",1955324
John Warren,8108.0,9771,18000000,8.207548,3572443,107.0,Major League: Back to the Minors,4.3,20.0,1998,4,17,97771,Major League Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[92943],3239215
Rob Bowman,12523.0,846,66000000,12.311615,189198313,121.0,The X Files,6.6,494.0,1998,6,19,19387,The X-Files Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,[13064],2850263
Betty Thomas,31024.0,3050,71000000,9.439079,294500000,85.0,Doctor Dolittle,5.4,705.0,1998,6,22,3169,Dr. Dolittle Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"[9066, 9403, 30330]",43903468
Richard Donner,7187.0,944,140000000,14.470551,285400000,127.0,Lethal Weapon 4,6.3,782.0,1998,7,10,945,Lethal Weapon Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"[9691, 9359, 8834, 942, 943, 9647, 20763]",137840461
William Friedkin,15175.0,1051,1800000,6.694959,41200000,104.0,The French Connection,7.4,435.0,1971,10,9,155474,French Connection Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[34377, 42648, 121052]",3500000
John G. Avildsen,16513.0,1366,1000000,14.774066,225300000,119.0,Rocky,7.5,1843.0,1976,11,21,1575,Rocky Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[46691, 38714, 39211]",19319254
Jack Sholder,62020.0,10014,3000000,8.668146,29999213,87.0,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,367.0,1985,10,31,8581,A Nightmare on Elm Street Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[40952],7365216
Chuck Russell,26713.0,10072,4450000,10.035081,44793222,96.0,A Nightmare on Elm Street 3: Dream Warriors,6.5,363.0,1987,2,27,8581,A Nightmare on Elm Street Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[],0
Renny Harlin,16938.0,10131,6500000,8.120317,49369899,99.0,A Nightmare on Elm Street 4: The Dream Master,5.8,287.0,1988,8,19,8581,A Nightmare on Elm Street Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[103960, 48309]",354704
Stephen Hopkins,2042.0,10160,8000000,7.534739,22168359,89.0,A Nightmare on Elm Street 5: The Dream Child,5.5,251.0,1989,8,11,8581,A Nightmare on Elm Street Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[],0
Rachel Talalay,56891.0,11284,10000000,11.560358,34872033,89.0,Freddy's Dead: The Final Nightmare,5.1,280.0,1991,9,5,8581,A Nightmare on Elm Street Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,[],0
Sean S. Cunningham,35475.0,4488,550000,12.146747,59754601,95.0,Friday the 13th,6.4,622.0,1980,5,9,9735,Friday the 13th Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[],0
Steve Miner,58712.0,9725,1250000,8.710824,21722776,87.0,Friday the 13th Part 2,6.0,321.0,1981,5,1,9735,Friday the 13th Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[],0
Steve Miner,58712.0,9728,2200000,7.99229,36690067,95.0,Friday the 13th Part III,5.7,257.0,1982,8,13,9735,Friday the 13th Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[9725],21722776
Joseph Zito,64195.0,9730,2200000,10.175913,32981717,91.0,Friday the 13th: The Final Chapter,5.9,241.0,1984,4,13,9735,Friday the 13th Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[44247],8513237
Danny Steinmann,58822.0,9731,2200000,9.094477,21930418,92.0,Friday the 13th: A New Beginning,5.1,200.0,1985,3,22,9735,Friday the 13th Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[14673, 40241]",12442673
Tom McLoughlin,63550.0,10225,3000000,8.122042,19472525,86.0,Friday the 13th Part VI: Jason Lives,5.7,219.0,1986,8,1,9735,Friday the 13th Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,[37935],19226693
John Carl Buechler,64722.0,10281,2800000,7.909022,19170001,88.0,Friday the 13th Part VII: The New Blood,5.3,196.0,1988,5,13,9735,Friday the 13th Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[33061],5450815
Rob Hedden,64735.0,10283,5300000,7.743144,14343976,100.0,Friday the 13th Part VIII: Jason Takes Manhattan,4.8,194.0,1989,7,28,9735,Friday the 13th Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[],0
John Carpenter,11770.0,948,325000,13.672759,70260597,91.0,Halloween,7.4,1066.0,1978,10,25,91361,Halloween Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[17814, 1410]",10117937
Rick Rosenthal,33341.0,11281,2500000,13.501144,25533818,92.0,Halloween II,6.4,370.0,1981,10,30,91361,Halloween Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[],0
Tommy Lee Wallace,11777.0,10676,2500000,6.066618,14400000,98.0,Halloween III: Season of the Witch,5.0,232.0,1982,10,22,91361,Halloween Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,[],0
Dwight H. Little,56998.0,11357,5000000,6.199806,17768757,88.0,Halloween 4: The Return of Michael Myers,5.9,212.0,1988,10,21,91361,Halloween Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[],0
Dominique Othenin-Girard,32813.0,11361,3000000,6.585405,11642254,96.0,Halloween 5: The Revenge of Michael Myers,5.3,187.0,1989,10,12,91361,Halloween Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[],0
Paul Lynch,44130.0,36599,1500000,3.65867,14796236,92.0,Prom Night,6.0,85.0,1980,7,18,123255,Prom Night Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,[],0
Tom Holland,64796.0,10585,9000000,19.827546,44196684,87.0,Child's Play,6.3,605.0,1988,11,8,10455,Child's Play Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[11797, 35463]",24922237
John Lafia,65678.0,11186,13000000,14.310479,35763605,84.0,Child's Play 2,5.8,323.0,1990,11,9,10455,Child's Play Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,[],0
Jack Bender,28976.0,11187,13000000,24.515462,20560255,90.0,Child's Play 3,5.5,274.0,1991,8,30,10455,Child's Play Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,[35564],11107823
Tobe Hooper,10051.0,609,10700000,11.776326,122200000,114.0,Poltergeist,7.1,811.0,1982,6,4,10453,Poltergeist Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[30497, 13555, 30062]",19393428
Brian Gibson,18069.0,11133,19000000,6.701138,40996665,91.0,Poltergeist II: The Other Side,5.8,172.0,1986,5,23,10453,Poltergeist Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[26803],8788447
Gary Sherman,33094.0,10306,10500000,7.977693,14144000,98.0,Poltergeist III,4.6,127.0,1988,6,10,10453,Poltergeist Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[23599, 24274, 63460]",216166
William Friedkin,15175.0,9552,12000000,12.137595,441306145,122.0,The Exorcist,7.5,2046.0,1973,12,26,12263,The Exorcist Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"[1051, 34377, 42648, 121052]",22329378
John Boorman,19665.0,11586,14000000,8.266984,30749142,118.0,Exorcist II: The Heretic,4.5,137.0,1977,6,17,12263,The Exorcist Collection,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[10669, 31681, 4923, 26039, 77333]",13588089
William Peter Blatty,57922.0,11587,9300000,5.861032,39024251,110.0,The Exorcist III,6.1,135.0,1990,8,17,12263,The Exorcist Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,[],0
Richard Donner,7187.0,941,15000000,13.183804,120200000,110.0,Lethal Weapon,7.0,1367.0,1987,3,6,945,Lethal Weapon Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"[9340, 1924, 526, 23805, 39503]",106789439
Richard Donner,7187.0,942,25000000,12.834276,227900000,114.0,Lethal Weapon 2,6.7,1066.0,1989,7,7,945,Lethal Weapon Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"[941, 9340, 9647, 526, 23805, 39503]",61495084
Richard Donner,7187.0,943,35000000,10.786007,321700000,118.0,Lethal Weapon 3,6.4,824.0,1992,5,15,945,Lethal Weapon Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"[941, 942, 9340, 9647, 526, 23805, 20763]",77140198
Joe Dante,4600.0,927,11000000,11.333125,153083102,106.0,Gremlins,6.9,1629.0,1984,6,7,89151,The Gremlins Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"[11298, 24831, 29856]",16992946
Joe Dante,4600.0,928,50000000,14.383185,41482207,106.0,Gremlins 2: The New Batch,6.3,664.0,1990,6,15,89151,The Gremlins Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"[11298, 927, 11974, 5709, 2614, 9872]",51187568
Martin Campbell,10702.0,9342,95000000,11.348096,250300000,136.0,The Mask of Zorro,6.3,1211.0,1998,7,16,1657,Zorro Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"[710, 10447, 41952, 52660, 41787]",125836160
Robert Zemeckis,24.0,165,40000000,13.689855,332000000,108.0,Back to the Future Part II,7.4,3926.0,1989,11,20,264,Back to the Future Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,"[105, 9326, 856, 14475]",202300320
Robert Zemeckis,24.0,196,40000000,13.043999,244527583,118.0,Back to the Future Part III,7.1,2978.0,1990,5,25,264,Back to the Future Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,"[105, 165, 9326, 856, 14475]",228240256
Francis Ford Coppola,1776.0,242,54000000,17.185349,136766062,162.0,The Godfather: Part III,7.1,1589.0,1990,12,24,230,The Godfather Collection,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[227, 10013, 28368, 28176, 2148, 41291, 232, 19492]",18436453
Randal Kleiser,8876.0,11158,40000000,12.337898,58662452,89.0,Honey I Blew Up the Kid,4.8,272.0,1992,7,16,72119,"Honey, I Shrunk the Kids Collection",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,"[10122, 84116, 30502, 12227, 86959]",22826591
Joe Johnston,4945.0,9354,18000000,12.358786,222724172,93.0,"Honey, I Shrunk the Kids",6.1,756.0,1989,6,22,72119,"Honey, I Shrunk the Kids Collection",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,[],0
Wolfgang Reitherman,57314.0,9325,4000000,22.845448,378000000,78.0,The Jungle Book,7.1,1791.0,1967,10,17,97459,The Jungle Book Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"[9078, 36540]",22182353
Brian Henson,65298.0,10437,12000000,14.630571,27300000,85.0,The Muppet Christmas Carol,7.2,217.0,1992,12,10,256377,The Muppet Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,[],0
Clyde Geronimi,64864.0,10693,4000000,16.861533,87400000,77.0,Peter Pan,7.0,1380.0,1953,2,5,55422,Peter Pan Collection,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"[11224, 13757, 43650]",263591415
Hendel Butoy,74297.0,11135,38000000,1.562471,47400000,77.0,The Rescuers Down Under,6.6,303.0,1990,11,16,57971,The Rescuers Collection,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,[],0
John Lounsbery,69003.0,11319,7500000,11.32442,169000000,78.0,The Rescuers,6.7,609.0,1977,6,22,57971,The Rescuers Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,[72185],4890831
Steven Lisberger,12859.0,97,17000000,16.574021,33000000,96.0,Tron,6.6,717.0,1982,7,9,63043,TRON Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,[19247],4052366
Steve Miner,58712.0,11675,17000000,8.619068,75041738,86.0,Halloween: H20,5.7,306.0,1998,8,5,91361,Halloween Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[36929, 10326, 11342, 23438, 10486]",46364389
Steven Spielberg,488.0,87,28000000,15.802306,333000000,118.0,Indiana Jones and the Temple of Doom,7.1,2841.0,1984,5,23,84,Indiana Jones Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"[601, 85, 578, 840, 11519, 15301]",347464084
Fritz Kiersch,66987.0,10823,800000,11.84696,14568989,93.0,Children of the Corn,5.6,243.0,1984,3,9,115225,Children of the Corn Collection,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,[],0
Barry Sonnenfeld,5174.0,2907,30000000,12.962525,191502426,99.0,The Addams Family,6.7,871.0,1991,11,22,11716,Addams Family Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,[],0
Steve Miner,58712.0,11415,3000000,13.208902,19444631,93.0,House,5.8,144.0,1986,2,28,102782,House Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"[9725, 9728]",29206422
Ethan Wiley,69331.0,37530,3000000,13.416334,10000000,88.0,House II: The Second Story,5.0,66.0,1987,5,14,102782,House Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,[],0
Jamie Uys,55668.0,8393,5000000,10.973482,200000000,109.0,The Gods Must Be Crazy,7.1,251.0,1980,9,10,87805,The Gods Must Be Crazy Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,[147729],7560986
Jamie Uys,55668.0,11937,7500000,4.993561,9600000,98.0,The Gods Must Be Crazy II,6.5,91.0,1989,7,1,87805,The Gods Must Be Crazy Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,[8393],60000000
Richard Martin,87767.0,21661,11000000,3.576604,10224116,90.0,Air Bud: Golden Receiver,4.6,41.0,1998,8,14,97445,Air Bud Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,[173793],2440151
Wolfgang Petersen,5231.0,34584,27000000,14.225919,20158808,102.0,The NeverEnding Story,7.0,1031.0,1984,4,5,91430,The Neverending Story Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,[387],85000000
George T. Miller,1174031.0,34636,32000000,6.658994,16283667,89.0,The Neverending Story II: The Next Chapter,5.5,193.0,1990,10,24,91430,The Neverending Story Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"[24266, 73462, 136254]",10981808
Stephen Norrington,10808.0,36647,45000000,15.043454,131183530,120.0,Blade,6.5,1950.0,1998,8,21,735,Blade Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,[1702],1422749
Brett Ratner,11091.0,2109,33000000,11.840557,244721064,98.0,Rush Hour,6.8,1254.0,1998,9,18,90863,Rush Hour Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,[9416],32175386
Jamie Blanks,59958.0,9877,14000000,6.081401,72527595,99.0,Urban Legend,5.6,293.0,1998,9,25,52760,Urban Legend,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[],0
John Carpenter,11770.0,1091,15000000,16.83125,19629760,109.0,The Thing,7.8,1629.0,1982,6,25,479888,The Thing Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"[790, 1103, 948, 17814, 1410, 31428, 40047]",47322510
Peter Hyams,37710.0,4437,28000000,7.482865,40400000,116.0,2010,6.6,290.0,1984,12,6,4438,The Space Odyssey Series,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[10540, 11935, 12633]",11643300
Ronny Yu,17268.0,11932,25000000,13.018491,50671850,89.0,Bride of Chucky,5.5,366.0,1998,10,16,10455,Child's Play Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"[49478, 18817, 187401]",4620742
