belongs_to_collection,budget,genres,id,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
"{'id': 38451, 'name': 'Charlie Chan (Warner Oland) Collection'}",0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",33390,en,Charlie Chan in Egypt,"While investigating the theft of antiquities from an ancient tomb excavation , Charlie discovers that the body of the expedition's leader concealed inside the mummy's wrappings.",1.06717,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1935-06-04,0.0,73.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Charlie Chan in Egypt,6.4,10.0
"{'id': 38451, 'name': 'Charlie Chan (Warner Oland) Collection'}",0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",33395,en,Charlie Chan in Shanghai,"When a prominent official is murdered at a banquet honoring Charle Chan, the detective and son Lee team up to expose an opium-smuggling ring.",1.540778,"[{'name': 'Fox Film Corporation', 'id': 5488}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1935-10-14,0.0,71.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Charlie Chan in Shanghai,7.0,8.0
"{'id': 156152, 'name': 'La Trilogie Marseillaise'}",0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",43873,fr,César,"Honoré Panisse is dying, cheerfully, with friends, wife, and son at his side. He confesses to the priest in front of his friends; he insists that the doctor be truthful. But, he cannot bring himself to tell his son Césariot that his real father is Marius, the absent son of César, Césariot's godfather. Panisse leaves that to Fanny, the lad's mother. Dissembling that he's off to see a friend, Césariot then seeks Marius, now a mechanic in Toulon. Posing as a journalist, Césariot spends time with Marius and leaves believing tales he is a petty thief. Only after the truth comes out can Marius, Fanny, César, and Césariot step beyond the falsehoods, benign though they may be.",0.349258,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",1936-01-01,0.0,141.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,César,9.0,3.0
"{'id': 38451, 'name': 'Charlie Chan (Warner Oland) Collection'}",0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",33708,en,Charlie Chan's Secret,"Allen Colby, heir to a huge fortune, is presumed drowned after an ocean liner sinks off the coast of Honolulu. Mysteriously, Colby reappears at his mansion only to be murdered soon after. When his body is discovered during a seance, everyone in attendance becomes a suspect, and it's up to Chan to find the murderer before he or she strikes again.",0.630625,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1936-01-17,0.0,72.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,San Francisco is the scene of Chan's newest and most baffling mystery!,Charlie Chan's Secret,7.4,8.0
"{'id': 38451, 'name': 'Charlie Chan (Warner Oland) Collection'}",0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",33386,en,Charlie Chan at the Circus,"While visiting the circus with his family, Charlie is recruited by the big top's co-owner to investigate threatening letters that he's received.",0.296281,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1936-03-27,0.0,72.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Charlie Chan at the Circus,6.7,6.0
"{'id': 221539, 'name': 'Dracula (Universal Series)'}",0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",22440,en,Dracula's Daughter,A countess from Transylvania seeks a psychiatrist’s help to cure her vampiric cravings.,2.076008,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1936-05-11,0.0,71.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,She gives you that WEIRD FEELING,Dracula's Daughter,6.3,24.0
"{'id': 122778, 'name': 'Wodehouse P.G. Collection'}",0.0,"[{'id': 35, 'name': 'Comedy'}]",82237,en,"Thank You, Jeeves!",Jeeves tries to keep his young master out of trouble.,0.009626,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1936-06-30,0.0,57.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,"Thank You, Jeeves!",0.0,0.0
"{'id': 303969, 'name': 'Martin Scorsese’s World Cinema Project, Vol. 1'}",0.0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",195522,es,Redes,A Mexican fishing village fights against government exploitation.,1.381365,"[{'name': 'Estudios Churubusco Azteca', 'id': 5153}, {'name': 'Secretaría de Educación Pública', 'id': 14567}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",1936-07-15,0.0,65.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,Redes,5.0,1.0
"{'id': 38451, 'name': 'Charlie Chan (Warner Oland) Collection'}",0.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",33387,en,Charlie Chan at the Race Track,"When a friend of Charlie's is found kicked to death by his own race horse on board a Honolulu-bound liner, the detective discovers foul play and uncovers an international gambling ring.",0.533025,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1936-08-14,0.0,70.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Charlie Chan at the Race Track,6.9,9.0
"{'id': 65249, 'name': 'Tarzan (Johnny Weissmuller series)'}",0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",38661,en,Tarzan Escapes,"White hunter Captain Fry tries to take Tarzan back to civilization, caged for public display. He arrives in the jungle with Jane's cousins, Eric and Rita who want Jane's help in claiming a fortune left her.",1.610075,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1936-11-06,0.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,It's New! It's amazing! 2 years to produce!,Tarzan Escapes,6.3,14.0
"{'id': 38451, 'name': 'Charlie Chan (Warner Oland) Collection'}",0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",28044,en,Charlie Chan at the Opera,"A dangerous amnesiac escapes from an asylum, hides in the opera house, and is suspected of getting revenge on those who tried to murder him 13 years ago.",1.430149,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1936-12-05,0.0,68.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A fiendish killer lurks at the opera! Weird! Thrilling! The Master Minds of Crime Match Wits Against Each Other!,Charlie Chan at the Opera,6.6,14.0
"{'id': 47814, 'name': 'The Thin Man Collection'}",0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",14588,en,After the Thin Man,"Nora's cousin Selma asks Nick to find her unfaithful missing husband. The husband is soon located, then a series of murders follow. Can Nick get to the bottom of things?",7.201727,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1936-12-25,0.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Continuing the fun in their NEW hit!,After the Thin Man,7.1,30.0
"{'id': 38451, 'name': 'Charlie Chan (Warner Oland) Collection'}",0.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",25148,en,Charlie Chan at the Olympics,"Get ready for a Gold Medal murder mystery! This ""tense, thrilling mystery"" ('California Congress of Parents and Teachers') pits Charlie Chan against international spies who are using the Berlin Olympic games as the perfect cover...for cold-blooded murder!",1.131624,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1937-05-21,0.0,71.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Murderous Spies invade Olympic Games!,Charlie Chan at the Olympics,7.0,7.0
"{'id': 438087, 'name': 'Topper Collection'}",500000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",23101,en,Topper,"Madcap couple George and Marion Kerby are killed in an automobile accident. They return as ghosts to try and liven up the regimented lifestyle of their friend and bank president, Cosmo Topper. When Topper starts to live it up, it strains relations with his stuffy wife.",3.1574,"[{'name': 'Hal Roach Studios', 'id': 2159}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1937-07-16,0.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,90 ROARING MINUTES OF LAUGHS!,Topper,6.2,21.0
"{'id': 89959, 'name': 'Mr. Moto Collection'}",0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",59566,en,"Think Fast, Mr. Moto","When his import/export business infiltrated by international diamond smugglers, Mr. Moto must follow a trail of clues littered with beautiful women, glittering gems and deadly assassins. Making his way from the mysterious streets of San Francisco's Chinatown to the dark and dangerous alleys of Shanghai, Mr. Moto will stop at nothing to bring the culprits to justice...even if it means making the ultimate sacrifice!",3.997872,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1937-07-27,0.0,67.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Meet.... MR. MOTO the foxiest detective of them all!,"Think Fast, Mr. Moto",6.2,8.0
"{'id': 38451, 'name': 'Charlie Chan (Warner Oland) Collection'}",0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",38454,en,Charlie Chan on Broadway,"Returning from European exile where she avoided testifying against her criminal associates, a former singer with a tell-all diary is murdered to insure her silence.",0.839146,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1937-09-22,0.0,68.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Charlie Chan on Broadway,7.3,8.0
"{'id': 105075, 'name': 'The Shadow Collection'}",0.0,"[{'id': 9648, 'name': 'Mystery'}]",105073,en,The Shadow Strikes,"Lamont Cranston assumes his secret identity as ""The Shadow"", to break up an attempted robbery at an attorney's office. When the police search the scene, Cranston must assume the identity of the attorney. Before he can leave, a phone call summons the attorney to the home of Delthern, a wealthy client, who wants a new will drawn up. As Cranston meets with him, Delthern is suddenly shot, and Cranston is quickly caught up in a new mystery.",0.606175,"[{'name': 'Colony Pictures', 'id': 10588}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1937-10-29,0.0,62.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Scourge of the underworld!,The Shadow Strikes,3.7,3.0
"{'id': 38451, 'name': 'Charlie Chan (Warner Oland) Collection'}",0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",38455,en,Charlie Chan at Monte Carlo,"Although Charlie and Lee are in Monaco for an art exhibit, they become caught up in a feud between rival financiers which involves the Chan's in a web of blackmail and murder.",0.714825,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1937-12-17,0.0,71.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,"Triple murder for high stakes! A new high in mystery excitement! And laughs, too!",Charlie Chan at Monte Carlo,6.5,7.0
"{'id': 89959, 'name': 'Mr. Moto Collection'}",0.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",59581,en,"Thank You, Mr. Moto","Mr. Moto Heads to China on a quest for seven ancient scrolls that reveal the location of Genghis Khan's tomb—a crypt filled with fabulous treasure! But Moto isn't the only one stalking the scrolls—so is a shadowy band of thieves. But when his ruthless rivals go too far, the mild-mannered detective's quest for antiquities becomes a passion for vengeance—because if he can't bring these villains to justice... he'll bring them to their knees.",0.733865,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1937-12-24,0.0,67.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,"Thank You, Mr. Moto",5.1,5.0
"{'id': 393326, 'name': 'Torchy Blane'}",0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",160162,en,Blondes at Work,Steve promises his captain not to favor Torchy with stories over other papers but becomes frustrated as to how she continues to scoop her rivals.,0.244976,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1938-02-05,0.0,63.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,BEWARE! Snappy Snoopy Blonde at Work!,Blondes at Work,7.3,2.0
"{'id': 89959, 'name': 'Mr. Moto Collection'}",0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",59584,en,Mr. Moto's Gamble,"Celebrated as supersleuth, Mr. Moto comes out fighting when a brutal boxing match turns into cold-blooded murder! Assisted by detective-in-training Lee Chan, Moto sets out to track down the killer based on a single ominous clue: a poisoned boxing glove! But when Moto's hunch points to a corrupt gambling syndicate, he's forced to wager his very life to unmask the culprit—or go down for the count...permanently!",1.060894,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1938-04-07,0.0,72.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Mr. Moto's Gamble,6.3,5.0
"{'id': 404148, 'name': 'Olympia'}",0.0,"[{'id': 99, 'name': 'Documentary'}]",685,de,Olympia - Fest der Schönheit,"The Second part of Olympia, a documentary about the 1936 Olympic games in Berlin by German Director Leni Riefenstahl. The film played in theaters in 1938 and again in 1952 after the fall of the Nazi Regime.",0.818906,"[{'name': 'Olympia-Film GmbH', 'id': 400}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1938-04-20,0.0,100.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Olympia Part Two: Festival of Beauty,6.2,14.0
"{'id': 404148, 'name': 'Olympia'}",0.0,"[{'id': 99, 'name': 'Documentary'}]",677,de,Olympia - Fest der Völker,"The First part of Olympia, a documentary about the 1936 Olympic games in Berlin by German Director Leni Riefenstahl. The film played in theaters in 1938 and again in 1952 after the fall of the Nazi Regime.",1.530927,"[{'name': 'Olympia-Film GmbH', 'id': 400}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1938-04-20,0.0,126.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Olympia Part One: Festival of the Nations,6.6,17.0
"{'id': 393326, 'name': 'Torchy Blane'}",0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",171346,en,Torchy Blane in Panama,"Torchy, Steve, and Gahagan are on the trail of a bank robber aboard an ocean liner traveling from New York to L.A. via the Panama Canal.",0.642796,"[{'name': 'First National Pictures', 'id': 3245}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1938-05-07,0.0,59.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Torchy Blane in Panama,6.0,2.0
