director_name,director_id,id,budget,popularity,revenue,runtime,title,vote_average,vote_count,release_year,release_month,release_day,collection_id,collection_name,War,Thriller,Music,Fantasy,TV Movie,Crime,Action,Documentary,Western,History,Family,Mystery,Romance,Animation,Drama,Comedy,Foreign,Adventure,Science Fiction,Horror,director_score,actor1_id,actor1_name,actor2_id,actor2_name,actor3_id,actor3_name,actor1_score,actor2_score,actor3_score,actor_score,company_name,company_id
Francis Ford Coppola,1776.0,238,6000000,41.109264,245066411,175.0,The Godfather,8.5,6024.0,1972,3,14,230,The Godfather Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11600000,3084.0,Marlon Brando,1158.0,Al Pacino,3085.0,James Caan,0.0,0.0,0.0,8991554,"['Paramount Pictures', 'Alfran Productions']","[4, 10211]"
Stanley Tong,44916.0,11134,900000,6.751864,20500000,95.0,Police Story 3: Supercop,6.7,109.0,1992,7,4,269098,Police Story Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18897.0,Jackie Chan,1620.0,Michelle Yeoh,1338.0,Maggie Cheung,24256045.33333333,0.0,5793917.5,15024981,"['Golden Harvest Company', 'Golden Way Films Ltd.']","[2521, 3054]"
Stanley Tong,44916.0,38955,1000000,1.262539,1200000,104.0,Project S,5.8,12.0,1993,10,21,269098,Police Story Collection,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,20483423,1620.0,Michelle Yeoh,120725.0,Yu Rong-Guang,931174.0,Emil Chow,12856278.5,14681661.0,0.0,13768970,['Golden Harvest Company'],[2521]
Joe Chappelle,55116.0,10987,5000000,8.768288,15116634,88.0,Halloween: The Curse of Michael Myers,5.0,173.0,1995,9,29,91361,Halloween Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9221.0,Donald Pleasence,22226.0,Paul Rudd,67838.0,Marianne Hagan,1368199.0,56631572.0,0.0,28999886,['Miramax Films'],[14]
Stanley Kubrick,240.0,62,12000000,22.494622,71923560,149.0,2001: A Space Odyssey,7.9,3075.0,1968,4,10,4438,The Space Odyssey Series,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,26257821,245.0,Keir Dullea,246.0,Gary Lockwood,247.0,William Sylvester,19100000.0,0.0,0.0,19100000,"['Stanley Kubrick Productions', 'Metro-Goldwyn-Mayer (MGM)']","[385, 8411]"
W.S. Van Dyke,32427.0,3529,226408,10.573867,1423000,93.0,The Thin Man,7.4,97.0,1934,5,25,47814,The Thin Man Collection,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4200000,32428.0,William Powell,13577.0,Myrna Loy,41516.0,Maureen O'Sullivan,1108000.0,1972000.0,0.0,1540000,['Metro-Goldwyn-Mayer (MGM)'],[8411]
George A. Romero,14999.0,10331,114000,14.384198,30000000,96.0,Night of the Living Dead,7.5,591.0,1968,10,1,261590,Living Dead Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,97912.0,Duane Jones,97913.0,Judith O'Dea,97914.0,Karl Hardman,0.0,0.0,0.0,0,"['Laurel Group', 'Off Color Films', 'Image Ten', 'Market Square Productions']","[638, 3139, 14121, 14122]"
John McTiernan,1090.0,562,28000000,16.640522,140767956,131.0,Die Hard,7.5,4005.0,1988,7,15,1570,Die Hard Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98267558,62.0,Bruce Willis,4566.0,Alan Rickman,7674.0,Alexander Godunov,21958083.5,0.0,61853322.0,41905703,"['Twentieth Century Fox Film Corporation', 'Gordon Company', 'Silver Pictures']","[306, 1073, 1885]"
Brett Leonard,57090.0,10163,10000000,6.685948,32100816,108.0,The Lawnmower Man,5.4,198.0,1992,3,5,124935,The Lawnmower Man Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,29426051,20495.0,Jeff Fahey,517.0,Pierce Brosnan,64056.0,Jenny Wright,1515478.3333333333,346297.0,29575601.5,10479126,"['New Line Cinema', 'Allied Vision']","[12, 5570]"
Emile Ardolino,716.0,88,6000000,14.044122,214577242,100.0,Dirty Dancing,7.1,1371.0,1987,8,21,86058,Dirty Dancing Collection,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,722.0,Jennifer Grey,723.0,Patrick Swayze,725.0,Jerry Orbach,44813862.333333336,34192431.666666664,33218423.5,37408239,"['Great American Films Limited Partnership', 'Vestron Pictures']","[137, 12360]"
Ted Kotcheff,16544.0,8491,6500000,8.051891,30218387,97.0,Weekend at Bernie's,6.4,255.0,1989,7,5,118221,Weekend at Bernie's Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38237800,37041.0,Andrew McCarthy,55265.0,Jonathan Silverman,55266.0,Catherine Mary Stewart,33348278.5,7467504.0,17281546.0,19365776,['Gladden Entertainment'],[1648]
Paul Verhoeven,10491.0,402,49000000,16.628427,352927224,127.0,Basic Instinct,6.5,869.0,1992,3,20,86336,Basic Instinct Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104947534,3392.0,Michael Douglas,4430.0,Sharon Stone,10477.0,George Dzundza,140446520.2,55466198.571428575,12599006.5,69503908,"['TriStar Pictures', 'Canal+', 'Carolco Pictures']","[559, 5358, 14723]"
Blake Edwards,1927.0,11843,5000000,6.501177,41833347,113.0,The Return of the Pink Panther,6.7,138.0,1975,5,21,937,The Pink Panther (Original) Collection,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14116666,12446.0,Peter Sellers,290.0,Christopher Plummer,14503.0,Herbert Lom,0.0,3052000.0,0.0,3052000,"['United Artists', 'Jewel Productions', 'Pimlico Films', 'Incorporated Television Company (ITC)']","[60, 10257, 10258, 15980]"
John Carpenter,11770.0,1103,6000000,10.124544,50244700,99.0,Escape from New York,6.9,720.0,1981,5,22,115838,Escape From ... Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,45861415,6856.0,Kurt Russell,4078.0,Lee Van Cleef,7502.0,Ernest Borgnine,11715321.0,18971000.0,23222472.25,17969598,"['AVCO Embassy Pictures', 'Goldcrest Films International', 'International Film Investors', 'City Film']","[494, 500, 502, 664]"
Irvin Kershner,10930.0,1891,18000000,19.470959,538400000,124.0,The Empire Strikes Back,8.2,5998.0,1980,5,17,10,Star Wars Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,20000000,2.0,Mark Hamill,3.0,Harrison Ford,4.0,Carrie Fisher,266034742.3333333,191397771.6,775398007.0,410943507,"['Lucasfilm', 'Twentieth Century Fox Film Corporation']","[1, 306]"
Steven Spielberg,488.0,85,18000000,19.901576,389925971,115.0,Raiders of the Lost Ark,7.7,3949.0,1981,6,12,84,Indiana Jones Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,221310528,3.0,Harrison Ford,650.0,Karen Allen,652.0,Paul Freeman,249231476.3333333,68064689.0,0.0,158648083,"['Lucasfilm', 'Paramount Pictures']","[1, 4]"
James Cameron,2710.0,679,18500000,21.761179,183316455,137.0,Aliens,7.7,3282.0,1986,7,18,8091,Alien Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,78371200,10205.0,Sigourney Weaver,2712.0,Michael Biehn,1736.0,James Remar,148752368.0,45079163.5,27904218.25,73911917,"['Twentieth Century Fox Film Corporation', 'SLM Production Group', 'Brandywine Productions']","[306, 396, 19747]"
Sergio Leone,4385.0,429,1200000,16.788787,38900000,161.0,"The Good, the Bad and the Ugly",8.1,2371.0,1966,12,23,48317,The Man With No Name Collection,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9950000,3265.0,Eli Wallach,190.0,Clint Eastwood,4078.0,Lee Van Cleef,27200000.0,14750000.0,24333333.33333333,22094444,"['United Artists', 'Constantin Film Produktion', 'Produzioni Europee Associati (PEA)', 'Arturo González Producciones Cinematográficas S.A.']","[60, 5755, 7508, 42498]"
Richard Marquand,19800.0,1892,32350000,14.586087,572700000,135.0,Return of the Jedi,7.9,4763.0,1983,5,23,10,Star Wars Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,14682492,2.0,Mark Hamill,3.0,Harrison Ford,4.0,Carrie Fisher,187035406.66666663,164519892.2857143,218642461.0,190065920,"['Lucasfilm', 'Twentieth Century Fox Film Corporation']","[1, 306]"
Ridley Scott,578.0,348,11000000,23.37742,104931801,117.0,Alien,7.9,4564.0,1979,5,25,8091,Alien Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,26624505,4139.0,Tom Skerritt,10205.0,Sigourney Weaver,5047.0,Veronica Cartwright,41590893.0,38288028.0,24946533.0,34941818,"['Twentieth Century Fox Film Corporation', 'Brandywine Productions']","[306, 19747]"
Sam Raimi,7623.0,766,11000000,10.704612,21502976,81.0,Army of Darkness,7.3,852.0,1992,10,9,1960,Evil Dead Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,29889251,11357.0,Bruce Campbell,6368.0,Embeth Davidtz,11763.0,Marcus Gilbert,24774942.0,0.0,189015611.0,106895276,"['Universal Pictures', 'Renaissance Pictures', 'Metro-Goldwyn-Mayer (MGM)', 'Dino De Laurentiis Company']","[33, 467, 8411, 10308]"
Alfred Hitchcock,2636.0,539,806947,36.826309,32000000,109.0,Psycho,8.3,2405.0,1960,6,16,119674,Psycho Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10795249,7301.0,Anthony Perkins,7303.0,Vera Miles,7304.0,John Gavin,8000000.0,2000000.0,0.0,5000000,"['Paramount Pictures', 'Universal Pictures', 'Shamley Productions']","[4, 33, 10717]"
John Landis,4610.0,525,27000000,10.076901,115200000,133.0,The Blues Brothers,7.5,1092.0,1980,6,17,112636,The Blues Brothers Collection,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,141000000,707.0,Dan Aykroyd,7171.0,John Belushi,7172.0,James Brown,94900000.0,117950000.0,0.0,106425000,['Universal Pictures'],[33]
Francis Ford Coppola,1776.0,240,13000000,36.629307,102600000,200.0,The Godfather: Part II,8.3,3418.0,1974,12,20,230,The Godfather Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,87028804,1158.0,Al Pacino,3087.0,Robert Duvall,3092.0,Diane Keaton,137433205.5,67970682.2,131705570.0,112369819,"['Paramount Pictures', 'The Coppola Company']","[4, 536]"
Nick Park,7314.0,530,17300,7.617298,40118,23.0,A Grand Day Out,7.4,199.0,1990,5,18,529,Wallace & Gromit Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,11028375,7317.0,Peter Sallis,,,,,0.0,0.0,0.0,0,['Aardman Animations'],[297]
James Cameron,2710.0,218,6400000,19.293562,78371200,108.0,The Terminator,7.4,4208.0,1984,10,26,528,The Terminator Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10391197,1100.0,Arnold Schwarzenegger,2712.0,Michael Biehn,2713.0,Linda Hamilton,55078060.0,7443563.5,14568989.0,25696871,"['Orion Pictures', 'Pacific Western', 'Hemdale Film', 'Cinema 84', 'Euro Film Funding']","[41, 1280, 3952, 4764, 7745]"
Roman Polanski,3556.0,829,6000000,12.29227,30000000,130.0,Chinatown,7.9,939.0,1974,6,20,359005,The Jake Gittes Collection,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,33395426,514.0,Jack Nicholson,6450.0,Faye Dunaway,6593.0,John Huston,29180747.75,26788776.0,5922297.5,20630607,"['Paramount Pictures', 'Penthouse', 'Long Road Productions']","[4, 6226, 10208]"
Sam Raimi,7623.0,765,3500000,13.520764,10900000,84.0,Evil Dead II,7.5,760.0,1987,3,13,1960,Evil Dead Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,29612367,11357.0,Bruce Campbell,11749.0,Sarah Berry,11750.0,Dan Hicks,0.0,0.0,0.0,11696536,"['Renaissance Films', 'Rosebud Productions']","[3102, 47380]"
Robert Zemeckis,24.0,105,19000000,25.778509,381109762,116.0,Back to the Future,8.0,6239.0,1985,7,3,264,Back to the Future Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,49143780,521.0,Michael J. Fox,1062.0,Christopher Lloyd,1063.0,Lea Thompson,0.0,30766684.5,38274179.5,34520432,"['Universal Pictures', 'Amblin Entertainment', 'U-Drive Productions']","[33, 56, 20448]"
Russell Mulcahy,52968.0,8009,19000000,16.870392,12900000,116.0,Highlander,6.8,642.0,1986,3,7,8050,Highlander Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,801000,38559.0,Christopher Lambert,29021.0,Roxanne Hart,6574.0,Clancy Brown,23124611.0,53977250.0,6374744.0,27825535,"['Davis-Panzer Productions', 'Thorn EMI Screen Entertainment']","[2737, 6179]"
Samuel Armstrong,5691.0,756,2280000,8.03796,76411819,124.0,Fantasia,7.2,831.0,1940,11,13,55427,Fantasia Collection,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,565402.0,Deems Taylor,2106.0,Walt Disney,,,0.0,0.0,0.0,6561480,['Walt Disney Pictures'],[2]
Godfrey Reggio,68993.0,11314,600000,8.802715,3200000,87.0,Koyaanisqatsi,7.7,140.0,1982,6,6,173344,Qatsi Collection,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104598.0,Lou Dobbs,1192360.0,Ted Koppel,,,0.0,0.0,0.0,0,"['IRE Productions', 'Santa Fe Institute for Regional Education']","[16644, 16645]"
Steven Spielberg,488.0,89,48000000,14.788987,474171806,127.0,Indiana Jones and the Last Crusade,7.6,3221.0,1989,5,24,84,Indiana Jones Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,264747770,3.0,Harrison Ford,738.0,Sean Connery,656.0,Denholm Elliott,50955339.25,46669935.75,7676733.75,35100670,"['Lucasfilm', 'Paramount Pictures']","[1, 4]"
David Fincher,7467.0,8077,50000000,17.126768,159773545,114.0,Alien³,6.2,1664.0,1992,5,22,8091,Alien Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10205.0,Sigourney Weaver,17764.0,Charles S. Dutton,4391.0,Charles Dance,159284186.5,123458105.0,0.0,141371146,"['Twentieth Century Fox Film Corporation', 'Brandywine Productions']","[306, 19747]"
Richard Fleischer,2087.0,27214,6000000,7.893775,6333135,105.0,Amityville 3-D,4.0,40.0,1983,11,18,397842,The Amityville Horror Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7041317,10555.0,Tony Roberts,41249.0,Tess Harper,19976.0,Robert Joy,10389003.0,8400000.0,12729675.0,10506226,['De Laurentiis Entertainment Group (DEG)'],[484]
Damiano Damiani,35256.0,16235,5000000,12.10181,12534817,104.0,Amityville II: The Possession,5.9,59.0,1982,9,24,397842,The Amityville Horror Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4519833,65508.0,James Olson,4521.0,Burt Young,80135.0,Rutanya Alda,0.0,133394053.33333331,26030629.33333333,79712341,"['Dino De Laurentiis Company', 'Media Transactions']","[10308, 75480]"
Stuart Rosenberg,13859.0,11449,4700000,14.00318,86432000,117.0,The Amityville Horror,6.2,192.0,1979,7,27,397842,The Amityville Horror Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2600000,9274.0,James Brolin,20011.0,Margot Kidder,522.0,Rod Steiger,12000000.0,108304646.66666669,0.0,60152323,['American International Pictures (AIP)'],[9266]
Irvin S. Yeaworth Jr.,56141.0,8851,110000,7.079055,4000000,86.0,The Blob,6.2,147.0,1958,9,12,422193,The Blob Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13565.0,Steve McQueen,56138.0,Aneta Corsaut,56139.0,Earl Rowe,3360000.0,0.0,0.0,3360000,"['Paramount Pictures', 'Tonylyn Productions']","[4, 2548]"
James Whale,2917.0,229,393750,7.000417,2000000,75.0,Bride of Frankenstein,7.4,208.0,1935,4,21,218406,Frankenstein (Universal Series),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10000000,2922.0,Boris Karloff,2923.0,Colin Clive,2925.0,Ernest Thesiger,3414500.0,12000000.0,0.0,7707250,['Universal Pictures'],[33]
Brian De Palma,1150.0,7340,1800000,9.277692,33800000,98.0,Carrie,7.0,977.0,1976,11,3,257053,Carrie Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1822681,5606.0,Sissy Spacek,6721.0,Piper Laurie,27563.0,Amy Irving,1500000.0,0.0,0.0,1500000,['United Artists'],[60]
Wes Craven,5140.0,377,1800000,13.694713,57004513,91.0,A Nightmare on Elm Street,7.2,1212.0,1984,11,14,8581,A Nightmare on Elm Street Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25000000,11163.0,John Saxon,13652.0,Ronee Blakley,5141.0,Heather Langenkamp,36400985.5,215498.0,0.0,18308242,"['New Line Cinema', 'Smart Egg Pictures']","[12, 1531]"
Richard Donner,7187.0,794,2800000,16.641277,60922980,111.0,The Omen,7.2,485.0,1976,6,6,10919,The Omen Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6356289,8487.0,Gregory Peck,855.0,Lee Remick,2076.0,David Warner,0.0,0.0,3251794.0,3251794,"['Twentieth Century Fox Film Corporation', 'Mace Neufeld Productions']","[306, 2767]"
Lars von Trier,42.0,145,7500000,8.558688,23000000,159.0,Breaking the Waves,7.2,213.0,1996,5,13,498,Heart of Gold Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7151062,1639.0,Emily Watson,1640.0,Stellan Skarsgård,1641.0,Katrin Cartlidge,0.0,2990233.333333333,763847.0,1877040,"['Trust Film', 'Danish Film Institute']","[123, 125]"
Jonathan Frakes,2388.0,199,46000000,8.808497,146027888,111.0,Star Trek: First Contact,7.0,671.0,1996,11,21,115570,Star Trek: The Next Generation Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2387.0,Patrick Stewart,2388.0,Jonathan Frakes,1213786.0,Brent Spiner,43224552.5,120000000.0,363145757.6666667,175456770,"['Paramount Pictures', 'Digital Image Associates']","[4, 76068]"
Stephen Herek,18356.0,11674,54000000,11.470748,320689294,103.0,101 Dalmatians,5.6,722.0,1996,11,17,124916,101 Dalmatians (Live-Action) Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,55320488,515.0,Glenn Close,8447.0,Jeff Daniels,20810.0,Joely Richardson,16761178.5,158891834.25,43838238.0,73163750,"['Walt Disney Pictures', 'Great Oaks Entertainment']","[2, 2173]"
Renny Harlin,16938.0,1573,70000000,18.785984,240031094,124.0,Die Hard 2,6.6,1920.0,1990,7,2,1570,Die Hard Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24877352,62.0,Bruce Willis,7673.0,Bonnie Bedelia,7676.0,William Atherton,97043181.4,73972693.5,55341293.0,75452389,"['Twentieth Century Fox Film Corporation', 'Gordon Company', 'Silver Pictures']","[306, 1073, 1885]"
Robert Wise,1744.0,152,45000000,8.277765,139346243,132.0,Star Trek: The Motion Picture,6.2,541.0,1979,12,6,151,Star Trek: The Original Series Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,12376563,1748.0,William Shatner,1749.0,Leonard Nimoy,1750.0,DeForest Kelley,17000000.0,24946533.0,0.0,20973266,['Paramount Pictures'],[4]
Nicholas Meyer,1788.0,174,27000000,5.90057,96888996,113.0,Star Trek VI: The Undiscovered Country,6.7,421.0,1991,12,5,151,Star Trek: The Original Series Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,29630956,1748.0,William Shatner,1749.0,Leonard Nimoy,1750.0,DeForest Kelley,70200000.0,70200000.0,70200000.0,70200000,['Paramount Pictures'],[4]
William Shatner,1748.0,172,30000000,12.308007,70200000,107.0,Star Trek V: The Final Frontier,5.6,384.0,1989,6,9,151,Star Trek: The Original Series Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1748.0,William Shatner,1749.0,Leonard Nimoy,1750.0,DeForest Kelley,133000000.0,69424823.5,133000000.0,111808274,['Paramount Pictures'],[4]
Nicholas Meyer,1788.0,154,12000000,7.160236,95800000,113.0,Star Trek II: The Wrath of Khan,7.3,688.0,1982,6,3,151,Star Trek: The Original Series Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,15328935,1748.0,William Shatner,1749.0,Leonard Nimoy,1750.0,DeForest Kelley,56419556.66666666,81973266.5,139000000.0,92464274,['Paramount Pictures'],[4]
Leonard Nimoy,1749.0,157,18000000,6.197298,87000000,105.0,Star Trek III: The Search for Spock,6.4,443.0,1984,5,31,151,Star Trek: The Original Series Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1748.0,William Shatner,1749.0,Leonard Nimoy,1750.0,DeForest Kelley,69052301.0,117900000.0,117900000.0,101617434,['Paramount Pictures'],[4]
Leonard Nimoy,1749.0,168,21000000,12.596956,133000000,119.0,Star Trek IV: The Voyage Home,6.9,490.0,1986,11,25,151,Star Trek: The Original Series Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,87000000,1748.0,William Shatner,1749.0,Leonard Nimoy,1750.0,DeForest Kelley,56052301.0,63216549.0,91900000.0,70389617,['Paramount Pictures'],[4]
Tim Burton,510.0,364,80000000,15.001681,280000000,126.0,Batman Returns,6.6,1706.0,1992,6,19,120794,Batman Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,145000971,2232.0,Michael Keaton,518.0,Danny DeVito,1160.0,Michelle Pfeiffer,85265215.14285715,144906302.0,37709651.333333336,89293723,"['PolyGram Filmed Entertainment', 'Warner Bros.']","[1382, 6194]"
Christopher Cain,56828.0,11967,13000000,9.905174,44700000,107.0,Young Guns,6.6,262.0,1988,8,12,9329,Young Guns Collection,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,9997986,2880.0,Emilio Estevez,2628.0,Kiefer Sutherland,38560.0,Lou Diamond Phillips,26355775.875,21793245.25,54215416.0,34121479,"['Twentieth Century Fox Film Corporation', 'Morgan Creek Productions']","[306, 10210]"
Geoff Murphy,32277.0,9086,20000000,11.977636,59000000,132.0,Young Guns II,6.3,165.0,1990,8,1,9329,Young Guns Collection,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1400000,2880.0,Emilio Estevez,2628.0,Kiefer Sutherland,38560.0,Lou Diamond Phillips,30893870.25,16958541.6,25349974.166666668,24400795,['Morgan Creek Productions'],[10210]
Randal Kleiser,8876.0,621,6000000,7.854899,396271103,110.0,Grease,7.2,1633.0,1978,7,7,86083,Grease Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13357272,8891.0,John Travolta,8892.0,Olivia Newton-John,8893.0,Stockard Channing,131495668.5,0.0,0.0,131495668,"['Paramount Pictures', 'Robert Stigwood Organization (RSO)']","[4, 3978]"
Patricia Birch,56755.0,9037,13200000,14.202364,15172313,115.0,Grease 2,4.9,185.0,1982,6,11,86083,Grease Collection,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,101908.0,Maxwell Caulfield,1160.0,Michelle Pfeiffer,56752.0,Lorna Luft,0.0,10000000.0,0.0,10000000,['Paramount Pictures'],[4]
Andrew Davis,12989.0,8845,35000000,9.918269,156563139,103.0,Under Siege,6.1,405.0,1992,10,8,112399,Under Siege Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19607496,23880.0,Steven Seagal,2176.0,Tommy Lee Jones,2048.0,Gary Busey,37999298.0,103598413.0,40791581.0,60796431,"['Regency Enterprises', 'Alcor Films', 'Canal+', 'Warner Bros.']","[508, 644, 5358, 6194]"
Steven Spielberg,488.0,578,7000000,19.726114,470653000,124.0,Jaws,7.5,2628.0,1975,6,18,2366,The Jaws Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12800000,6355.0,Roy Scheider,8606.0,Robert Shaw,3037.0,Richard Dreyfuss,26835697.0,159616327.0,71000000.0,85817341,"['Universal Pictures', 'Zanuck/Brown Productions']","[33, 1865]"
Jeannot Szwarc,16187.0,579,20000000,11.21306,187884007,116.0,Jaws 2,5.9,412.0,1978,6,16,2366,The Jaws Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3689020,6355.0,Roy Scheider,8607.0,Lorraine Gary,8608.0,Murray Hamilton,167120673.33333334,470653000.0,132993250.0,256922308,['Universal Pictures'],[33]
Joe Alves,8558.0,17692,20500000,16.603041,87987055,99.0,Jaws 3-D,4.2,266.0,1983,3,16,2366,The Jaws Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6065.0,Dennis Quaid,29710.0,Bess Armstrong,24743.0,Simon MacCorkindale,15265063.0,39413823.0,26831754.5,27170214,"['Universal Pictures', 'Alan Landsburg Productions', 'MCA  Theatricals']","[33, 4904, 79415]"
Wes Craven,5140.0,4232,14000000,13.326443,173046663,111.0,Scream,7.0,1520.0,1996,12,20,2602,Scream Collection,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,28859377,15234.0,David Arquette,9206.0,Neve Campbell,14405.0,Courteney Cox,8190106.666666667,24819936.0,107217396.0,46742480,"['Woods Entertainment', 'Dimension Films']","[979, 7405]"
Stanley Tong,44916.0,9404,1500000,9.206356,53000000,107.0,First Strike,6.5,101.0,1996,2,10,269098,Police Story Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,26437735,18897.0,Jackie Chan,44922.0,Bill Tung,120418.0,Jackson Liu,17226287.833333332,21476966.666666668,1907743.0,13536999,['Golden Harvest Company'],[2521]
Stephen Kessler,69353.0,11419,25000000,9.304901,36400000,93.0,Vegas Vacation,6.0,175.0,1997,2,13,108693,National Lampoon's Vacation Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54812.0,Chevy Chase,821.0,Beverly D'Angelo,1811.0,Randy Quaid,75829016.5,26877589.0,178170725.2,93625777,"['Jerry Weintraub Productions', 'Warner Bros.']","[2596, 6194]"
Shuki Levy,50099.0,6499,10000000,5.436745,9679739,99.0,Turbo: A Power Rangers Movie,4.6,60.0,1997,3,27,286162,Power Rangers Collection,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,50096.0,Johnny Yong Bosch,50097.0,Nakia Burrise,50098.0,Jason David Frank,66400000.0,0.0,66400000.0,66400000,"['Twentieth Century Fox Film Corporation', 'Saban Entertainment', 'Toei Company']","[306, 2106, 9255]"
